聚类种类,第一学年-次消费均价,第一学年-全年消费次数,第一学年-早餐消费次数,第一学年-中餐消费次数,第一学年-晚餐消费次数,第一学年-早餐消费均价,第一学年-中餐消费均价,第一学年-晚餐消费均价,第一学年-全年消费波动性,第一学年-日消费波动性,第一学年-最高值,第一学年-消费极差,第一学年-上四分位点,第一学年-下四分位点
1,798.6437246963562,494.0,248.0,100.0,146.0,654.758064516129,979.9,918.9041095890411,532.2658718550197,432.645136105461,4880.0,4830.0,1000.0,500.0
2,972.4046321525885,734.0,225.0,260.0,249.0,548.4222222222222,1197.6923076923076,1120.2811244979919,685.1165342606773,591.498638253827,3760.0,3610.0,1200.0,550.0
1,1336.6898954703834,574.0,144.0,224.0,206.0,586.1111111111111,1638.080357142857,1533.6407766990292,906.337952759987,782.083901319572,4800.0,4700.0,2000.0,700.0
1,1248.7654320987654,486.0,150.0,178.0,158.0,922.1333333333333,1398.370786516854,1390.3164556962026,831.2710274055828,684.717512137102,4340.0,4220.0,1550.0,700.0
2,1137.8101265822784,474.0,142.0,178.0,154.0,828.6619718309859,1310.629213483146,1223.1168831168832,702.9700879371723,502.029905209084,3600.0,3500.0,1450.0,750.0
2,852.4455958549223,579.0,152.0,220.0,207.0,538.421052631579,1013.6363636363636,911.7198067632851,508.13141779885444,466.30862670078,3100.0,2950.0,1000.0,600.0
1,1212.1827411167512,394.0,119.0,146.0,129.0,780.1680672268908,1414.9315068493152,1381.2403100775193,801.0791687038011,580.091771426677,6220.0,6120.0,1600.0,650.0
2,1110.0761904761905,525.0,193.0,177.0,155.0,728.4974093264249,1349.1525423728813,1312.1935483870968,731.8169067408433,548.100582366601,4350.0,4250.0,1335.0,650.0
1,915.7963446475196,383.0,189.0,89.0,105.0,679.6296296296297,1261.0112359550562,1048.2857142857142,600.6095482097481,436.917379086828,5400.0,5250.0,1200.0,500.0
2,898.6713286713286,429.0,168.0,127.0,134.0,621.8452380952381,1165.5905511811025,992.7611940298508,575.9834828480368,437.885134574069,3430.0,3280.0,1200.0,500.0
1,1127.46192893401,394.0,125.0,143.0,126.0,741.2,1242.7272727272727,1379.8412698412699,713.1291544584416,487.115145255332,5080.0,4780.0,1300.0,700.0
1,843.4373464373465,407.0,142.0,136.0,129.0,585.9859154929577,1127.4926470588234,827.3643410852713,574.2764857568487,416.2281352786,5850.0,5750.0,1000.0,500.0
2,954.8773841961853,367.0,91.0,142.0,134.0,604.8351648351648,1181.5492957746478,952.3880597014926,614.3421143079911,449.491171765247,3370.0,3220.0,1200.0,500.0
1,1489.562363238512,457.0,128.0,177.0,152.0,928.359375,1718.1920903954801,1695.921052631579,1016.9194912585908,771.270080593631,6200.0,6100.0,1900.0,800.0
2,916.3549618320611,524.0,131.0,199.0,194.0,587.7862595419847,1091.0050251256282,959.0721649484536,569.2471133327268,471.270275889064,3100.0,3000.0,1100.0,600.0
1,1484.44,250.0,58.0,104.0,88.0,833.7931034482758,1596.6346153846155,1780.6818181818182,854.4514119643856,505.906764559761,6000.0,5800.0,2040.0,690.0
2,1000.3505154639175,485.0,143.0,186.0,156.0,649.3006993006993,1166.989247311828,1123.4615384615386,616.719673972972,505.775275135176,2990.0,2890.0,1235.0,600.0
2,1367.251461988304,342.0,43.0,160.0,139.0,687.6744186046511,1443.4375,1489.7841726618706,822.0336716625866,629.835804275467,4110.0,4010.0,1800.0,800.0
1,910.5944055944055,572.0,197.0,214.0,161.0,576.0406091370559,1050.4205607476636,1134.0993788819876,662.562801551959,501.525081982231,5700.0,5600.0,1100.0,500.0
1,897.5862068965517,406.0,139.0,142.0,125.0,652.9496402877697,996.4788732394367,1057.28,580.3137743658021,398.551251280674,4550.0,4450.0,1100.0,550.0
1,1376.04797979798,396.0,96.0,147.0,153.0,748.1770833333334,1646.6666666666667,1510.0,939.7617398242729,684.116838262765,4750.0,4650.0,1800.0,650.0
2,929.3361884368309,467.0,168.0,162.0,137.0,764.2261904761905,1109.320987654321,918.978102189781,543.075749323161,409.754953524378,2500.0,2470.0,1200.0,650.0
1,1043.5738916256157,406.0,99.0,147.0,160.0,634.4444444444445,1357.9115646258504,1007.925,720.3579605741941,547.694354880992,5770.0,5620.0,1300.0,550.0
1,1173.1564516129033,620.0,170.0,228.0,222.0,656.9411764705883,1450.8333333333333,1283.2747747747749,797.3715448393821,671.472166657584,5580.0,5442.0,1600.0,600.0
1,1185.799043062201,209.0,36.0,89.0,84.0,791.1111111111111,1245.0786516853932,1292.142857142857,708.1376652125917,384.017349243692,6080.0,6030.0,1500.0,450.0
3,1035.7142857142858,651.0,222.0,210.0,219.0,749.9099099099099,1200.0,1167.8995433789955,805.9885551118447,544.325232722386,12700.0,12650.0,1250.0,600.0
2,1107.3595505617977,534.0,156.0,202.0,176.0,668.1410256410256,1293.5148514851485,1283.0113636363637,696.6610168179242,620.92612751708,3650.0,3450.0,1400.0,800.0
1,1348.8294314381271,299.0,50.0,135.0,114.0,625.4,1609.6296296296296,1357.280701754386,851.2885030848372,572.0175652627,5700.0,5640.0,1800.0,700.0
1,1090.8720930232557,344.0,63.0,157.0,124.0,703.1746031746031,1154.6496815286623,1207.0967741935483,667.7450421676746,457.928790697061,5750.0,5600.0,1300.0,700.0
2,1002.9545454545455,528.0,175.0,186.0,167.0,605.5428571428571,1270.1075268817203,1121.8562874251497,665.8154624048926,560.450539649042,3200.0,3150.0,1250.0,500.0
2,901.0580912863071,482.0,182.0,168.0,132.0,645.1098901098901,1150.4166666666667,936.5909090909091,575.9310175209976,486.675987754846,3500.0,3350.0,1200.0,500.0
2,920.632318501171,427.0,156.0,152.0,119.0,453.20512820512823,1224.2763157894738,1145.546218487395,605.199904777371,423.417465605415,3400.0,3250.0,1300.0,400.0
1,1043.208661417323,508.0,178.0,185.0,145.0,603.5393258426966,1353.4054054054054,1187.1724137931035,707.5118658090566,518.765934818608,6000.0,5800.0,1250.0,500.0
1,1095.5238095238096,420.0,139.0,154.0,127.0,747.410071942446,1199.3506493506493,1350.6299212598426,708.1444662087122,495.38001082268,5560.0,5460.0,1400.0,700.0
3,1292.36328125,512.0,43.0,254.0,215.0,764.4186046511628,1385.3937007874015,1288.046511627907,855.8416190867146,790.970266627519,7400.0,7390.0,1500.0,900.0
2,1017.3587962962963,432.0,114.0,180.0,138.0,786.9298245614035,1251.611111111111,902.1666666666666,616.8315356265564,544.682293737054,3201.0,3051.0,1145.0,600.0
2,1044.8583877995643,459.0,149.0,176.0,134.0,720.5369127516778,1262.2727272727273,1119.9253731343283,645.5418563136619,566.435161851623,3500.0,3350.0,1297.5,700.0
2,912.2050290135396,517.0,143.0,202.0,172.0,547.8321678321678,1022.2277227722773,1085.9302325581396,591.2910970846419,502.569317059246,3150.0,3100.0,1200.0,600.0
2,715.8,250.0,118.0,64.0,68.0,545.4237288135594,940.625,799.8529411764706,417.6051932005271,243.188881967631,3600.0,3500.0,900.0,400.0
1,1078.412017167382,466.0,186.0,169.0,111.0,893.1182795698925,1262.3076923076924,1108.918918918919,694.7311099731185,545.370251089314,4600.0,4500.0,1250.0,700.0
3,1455.2464454976302,422.0,138.0,154.0,130.0,702.2028985507246,1978.5064935064936,1634.7692307692307,1018.0029054770664,718.16706580928,6900.0,6800.0,1950.0,600.0
2,1268.5472972972973,148.0,58.0,43.0,47.0,914.9137931034483,1446.046511627907,1542.5531914893618,563.6135048650793,258.837226623873,4200.0,4000.0,1700.0,700.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1021.8874172185431,302.0,81.0,128.0,93.0,562.716049382716,1279.21875,1067.6344086021506,622.922167510272,382.847432184329,5300.0,5150.0,1250.0,500.0
3,1274.828244274809,524.0,70.0,245.0,209.0,614.2857142857143,1449.8367346938776,1290.909090909091,876.9208067004926,758.405326438683,7800.0,7650.0,1700.0,800.0
1,947.8012048192771,332.0,107.0,124.0,101.0,684.7663551401869,1082.6612903225807,1060.8910891089108,566.4095004724567,375.231332353311,6050.0,5950.0,1100.0,650.0
2,885.7002096436058,477.0,75.0,215.0,187.0,374.26666666666665,952.7395348837209,1013.7433155080214,553.4748700213446,514.541605802186,4150.0,4100.0,1100.0,600.0
1,1050.5867970660147,409.0,125.0,138.0,146.0,756.8,1186.9565217391305,1173.2191780821918,690.6220641383318,502.211235949257,6400.0,6250.0,1200.0,600.0
1,1171.897810218978,274.0,53.0,105.0,116.0,723.0188679245283,1284.0,1275.5172413793102,677.9545753708721,426.120249729306,5260.0,5060.0,1600.0,650.0
2,970.3783783783783,296.0,54.0,112.0,130.0,548.5185185185185,1037.142857142857,1088.0923076923077,568.9285391299749,386.963167557794,3550.0,3450.0,1250.0,555.0
2,1022.8844621513945,753.0,268.0,254.0,231.0,751.0820895522388,1110.4803149606298,1241.904761904762,588.7242767340284,485.634221308886,3930.0,3830.0,1220.0,770.0
1,1084.5414847161571,458.0,159.0,171.0,128.0,685.9748427672956,1380.6432748538011,1184.0625,713.673353180788,525.401464883712,5520.0,5370.0,1300.0,620.0
1,852.4112426035502,676.0,235.0,223.0,218.0,562.2127659574468,998.8340807174887,1015.4587155963303,574.0328041931376,492.141158136246,4600.0,4500.0,1050.0,500.0
2,876.75,140.0,47.0,46.0,47.0,776.5957446808511,1102.8260869565217,755.6382978723404,398.930612772002,187.555324706407,3600.0,3480.0,1125.0,500.0
1,1492.6691729323309,266.0,32.0,129.0,105.0,765.625,1644.8837209302326,1527.2380952380952,785.6115349297035,550.994547695592,4500.0,4300.0,1900.0,1000.0
2,977.1157684630739,501.0,128.0,187.0,186.0,641.875,1111.7914438502673,1072.4193548387098,633.9747671570976,545.173061899757,3950.0,3770.0,1200.0,600.0
2,964.4776119402985,268.0,69.0,139.0,60.0,555.7971014492754,1177.841726618705,940.1666666666666,551.0996357398733,366.40381086126,4000.0,3900.0,1200.0,550.0
1,987.9742173112339,543.0,120.0,221.0,202.0,570.6666666666666,1125.0045248868778,1085.960396039604,649.4515536977199,548.715244300483,6150.0,6000.0,1200.0,685.0
2,744.5170454545455,352.0,171.0,77.0,104.0,595.9649122807018,914.025974025974,863.2692307692307,457.86202143434224,291.03330422139,3600.0,3450.0,900.0,500.0
1,1071.6216216216217,407.0,134.0,159.0,114.0,731.7164179104477,1323.2075471698113,1120.2631578947369,699.3936368139607,461.646374802817,4500.0,4400.0,1300.0,600.0
2,976.9099804305283,511.0,127.0,201.0,183.0,564.1732283464567,1164.5771144278608,1057.2185792349726,625.7251131708267,544.331110327778,3800.0,3799.0,1200.0,505.0
3,947.010582010582,378.0,132.0,137.0,109.0,675.0,1160.8759124087592,1007.6146788990826,635.1776667140147,444.034224402041,7800.0,7600.0,1200.0,500.0
2,686.7257844474761,733.0,235.0,257.0,241.0,304.0851063829787,840.6225680933852,895.7261410788382,455.48155597862086,413.656477984579,3890.0,3830.0,900.0,350.0
1,923.921052631579,380.0,94.0,152.0,134.0,533.2978723404256,1082.171052631579,1018.4328358208955,588.0619371923968,418.22129702965,4710.0,4560.0,1150.0,590.0
1,788.3333333333334,348.0,118.0,129.0,101.0,520.7627118644068,903.1782945736434,954.2574257425742,490.54890939012466,305.207031680229,5000.0,4990.0,900.0,500.0
2,1277.9454253611557,623.0,161.0,239.0,223.0,831.8633540372671,1416.5271966527196,1451.4798206278026,786.673901284597,731.85841179313,3900.0,3780.0,1600.0,900.0
1,931.4213197969543,197.0,65.0,66.0,66.0,597.6923076923077,1216.969696969697,974.5454545454545,508.8719410351051,253.855243856603,6250.0,6100.0,1207.5,450.0
1,1661.2727272727273,385.0,110.0,157.0,118.0,937.2727272727273,1929.4267515923566,1979.406779661017,1036.5973686603556,676.581048696483,5600.0,5450.0,2000.0,1000.0
2,1096.1637931034484,232.0,65.0,93.0,74.0,546.7692307692307,1334.1935483870968,1279.5945945945946,607.2884870754108,337.22906154791,3800.0,3780.0,1425.0,600.0
2,1112.904761904762,420.0,50.0,177.0,193.0,588.0,1098.4745762711864,1262.1243523316061,662.5865189436139,597.929776908388,4100.0,4000.0,1400.0,800.0
1,1264.4444444444443,549.0,160.0,217.0,172.0,786.4375,1424.4239631336407,1507.2674418604652,832.7374705758085,705.369436560303,5060.0,4960.0,1650.0,750.0
1,762.9612403100775,645.0,212.0,202.0,231.0,417.92452830188677,941.980198019802,923.0735930735931,511.21938231330245,451.145732963083,4750.0,4650.0,950.0,400.0
3,1135.832167832168,429.0,83.0,153.0,193.0,455.30120481927713,1337.013071895425,1269.0103626943005,906.9268712527105,627.074962146685,10300.0,10200.0,1350.0,600.0
3,1008.7108013937283,574.0,151.0,224.0,199.0,480.4635761589404,1194.5089285714287,1200.4020100502512,706.5644753275443,600.914344744221,6800.0,6650.0,1220.0,550.0
2,1041.015801354402,443.0,131.0,160.0,152.0,793.1297709923664,1169.25,1119.671052631579,617.7301371773482,526.342791001563,4150.0,3950.0,1200.0,827.5
2,742.016393442623,305.0,108.0,116.0,81.0,628.0092592592592,917.2413793103449,643.0864197530864,448.3996227891589,304.064563295326,2510.0,2460.0,950.0,400.0
2,701.6541353383459,133.0,67.0,29.0,37.0,511.4925373134328,832.4137931034483,943.5135135135135,300.9049297279832,114.878818363866,2450.0,2300.0,812.5,350.0
1,961.5414258188824,519.0,146.0,202.0,171.0,449.86301369863014,1156.7326732673268,1167.8362573099416,694.3768904177906,540.878664830227,5000.0,4950.0,1100.0,500.0
3,1005.8186813186813,364.0,125.0,126.0,113.0,770.224,1149.3650793650793,1106.3716814159293,703.8229376367192,429.272179552649,7200.0,7150.0,1200.0,600.0
2,919.5806451612904,155.0,64.0,48.0,43.0,823.28125,947.7083333333334,1031.5116279069769,427.8300536137164,198.770431974331,3785.0,3635.0,1100.0,500.0
1,1047.3946360153257,261.0,62.0,115.0,84.0,635.6451612903226,1223.4782608695652,1110.2380952380952,603.7506199978089,346.25259574093,4430.0,4330.0,1385.0,550.0
2,598.7671232876712,219.0,73.0,84.0,62.0,417.1232876712329,834.5238095238095,493.2258064516129,328.6512068195132,169.36401552358,3200.0,3050.0,800.0,300.0
1,803.8646288209607,458.0,146.0,149.0,163.0,557.8767123287671,906.3758389261745,930.4907975460122,527.4209466093218,364.717305142894,4600.0,4400.0,900.0,500.0
1,1604.5061728395062,405.0,88.0,177.0,140.0,737.6704545454545,1851.3559322033898,1837.2857142857142,1031.6375675789168,733.969117566153,6100.0,5950.0,2370.0,800.0
3,1316.9354838709678,186.0,34.0,77.0,75.0,687.4117647058823,1582.2337662337663,1329.9466666666667,719.9039490524676,359.586092151508,7200.0,7000.0,1900.0,640.0
2,844.074074074074,432.0,188.0,169.0,75.0,652.0212765957447,1052.189349112426,856.5333333333333,549.5406615150926,409.838397993341,4050.0,3950.0,1050.0,500.0
1,892.0473251028807,486.0,213.0,119.0,154.0,744.6384976525821,1196.3025210084033,860.8246753246754,618.5997562761623,466.439810643255,6300.0,6150.0,1100.0,500.0
1,1151.3656387665199,227.0,49.0,105.0,73.0,772.6530612244898,1280.0,1220.5479452054794,605.727282796914,372.031543543895,4380.0,4280.0,1500.0,650.0
2,782.8552875695733,539.0,152.0,194.0,193.0,505.5328947368421,912.2680412371134,871.1813471502591,475.3975682108385,367.933022005059,2450.0,2400.0,950.0,500.0
2,999.6234309623431,478.0,185.0,163.0,130.0,685.4594594594595,1317.6687116564417,1047.923076923077,672.6779381242609,489.340141570231,4250.0,4200.0,1280.0,550.0
3,1299.440366972477,545.0,179.0,185.0,181.0,614.245810055866,1579.7027027027027,1690.6077348066299,1043.0108908184843,770.70526568869,8300.0,8200.0,1700.0,600.0
1,846.1101549053357,581.0,187.0,209.0,185.0,581.9251336898395,1006.0765550239234,932.4324324324324,647.0496789864007,444.056670373885,6360.0,6240.0,950.0,500.0
1,1212.934131736527,501.0,156.0,190.0,155.0,875.5128205128206,1337.4736842105262,1399.8709677419354,787.7591255508512,656.77082261058,5700.0,5600.0,1500.0,800.0
2,691.9807073954984,311.0,137.0,89.0,85.0,344.5255474452555,1055.0112359550562,871.8823529411765,439.9852693558716,267.974007652586,3750.0,3600.0,1000.0,300.0
1,1071.0497237569061,543.0,148.0,210.0,185.0,546.6216216216217,1266.5523809523809,1268.6702702702703,736.7047568043129,618.03447924288,4400.0,4300.0,1400.0,600.0
1,1187.3289183222957,453.0,134.0,186.0,133.0,546.1940298507462,1543.8709677419354,1334.6616541353383,854.3501260446852,676.96047935566,5200.0,5050.0,1800.0,550.0
2,1023.5933147632312,359.0,126.0,131.0,102.0,714.9206349206349,1167.175572519084,1220.4901960784314,586.8317717230142,472.177042222334,4050.0,3950.0,1300.0,727.5
2,879.6007604562737,526.0,212.0,182.0,132.0,625.2830188679245,1146.978021978022,919.3939393939394,586.5845205683473,457.884960732026,4000.0,3940.0,1100.0,500.0
2,1037.0018552875695,539.0,200.0,177.0,162.0,704.65,1254.180790960452,1210.0246913580247,696.5893022429774,546.245566800692,4200.0,4100.0,1300.0,600.0
1,1535.8774834437086,604.0,177.0,222.0,205.0,817.1186440677966,1780.0900900900901,1892.0,1060.6378910240953,885.754195849502,6400.0,6250.0,2150.0,850.0
1,1014.9056603773585,106.0,39.0,34.0,33.0,797.9487179487179,1285.8823529411766,992.1212121212121,432.8543553974279,139.752221513245,5000.0,4850.0,1200.0,500.0
1,953.6842105263158,665.0,191.0,231.0,243.0,589.109947643979,1058.5714285714287,1140.5349794238682,580.9286216235465,536.774975569978,5150.0,5050.0,1200.0,600.0
2,898.6850828729282,181.0,59.0,86.0,36.0,756.6101694915254,926.5348837209302,1065.0,484.3940850980209,262.979711615062,3800.0,3700.0,1250.0,387.5
2,788.0300500834725,599.0,226.0,183.0,190.0,520.7964601769911,1029.7814207650274,873.0526315789474,505.3259358231423,379.857003885344,4400.0,4300.0,1000.0,500.0
1,999.874213836478,477.0,198.0,163.0,116.0,671.3636363636364,1346.6871165644172,1073.2758620689656,681.3675651398464,485.450051494098,6200.0,6140.0,1300.0,600.0
1,1069.383429672447,519.0,176.0,166.0,177.0,725.0568181818181,1266.867469879518,1226.553672316384,718.0268205728639,537.161994517252,5650.0,5550.0,1372.5,600.0
2,762.9807692307693,572.0,225.0,190.0,157.0,522.6888888888889,1024.2105263157894,791.2101910828026,548.5870440300555,459.516807909165,4400.0,4340.0,1000.0,400.0
2,972.0037313432836,536.0,170.0,186.0,180.0,631.7058823529412,1094.8387096774193,1166.4666666666667,614.5846569397827,505.108948416359,3100.0,3000.0,1200.0,500.0
2,978.4851301115242,538.0,196.0,200.0,142.0,685.4336734693877,1173.3,1108.5915492957747,618.3216517134546,535.358057905317,3250.0,3100.0,1200.0,650.0
3,1149.9769053117782,433.0,100.0,175.0,158.0,587.5,1268.9714285714285,1374.1772151898733,786.484985245542,594.022836135979,7100.0,7000.0,1400.0,600.0
2,1110.18779342723,213.0,59.0,82.0,72.0,735.2542372881356,1293.1707317073171,1209.0277777777778,597.7532437173696,341.105341125755,3800.0,3700.0,1600.0,500.0
2,1091.411111111111,450.0,68.0,190.0,192.0,875.2941176470588,1197.7631578947369,1062.7083333333333,634.6402919919569,586.87315310536,3200.0,3000.0,1200.0,800.0
2,1001.1773255813954,344.0,133.0,107.0,104.0,653.7218045112782,1201.588785046729,1239.326923076923,630.1498916740358,444.301877759134,4050.0,3950.0,1250.0,550.0
2,1044.8076923076924,390.0,27.0,209.0,154.0,762.0370370370371,1091.9617224880383,1030.3896103896104,606.1755977887568,532.316690649581,3400.0,3300.0,1200.0,800.0
2,1136.4795918367347,196.0,71.0,66.0,59.0,953.8028169014085,1209.3939393939395,1274.7457627118645,565.4985226965292,325.713379926092,3640.0,3440.0,1400.0,685.0
1,1296.9896193771626,289.0,71.0,132.0,86.0,740.9859154929577,1467.4242424242425,1494.4186046511627,746.5041645978081,500.725212352708,6370.0,6220.0,1892.5,800.0
2,836.2566844919786,187.0,98.0,43.0,46.0,680.1020408163265,1233.7209302325582,797.3913043478261,450.1418665902293,246.90348652866,4100.0,4000.0,987.5,462.5
1,1673.5123966942149,242.0,27.0,101.0,114.0,751.8518518518518,1846.3366336633662,1738.6842105263158,910.7578632565767,632.066657080373,6000.0,5800.0,2400.0,950.0
1,1135.646551724138,232.0,93.0,93.0,46.0,781.0752688172043,1377.3118279569892,1363.9130434782608,623.3709963659877,332.612894184767,5830.0,5790.0,1500.0,680.0
1,1033.9402985074628,335.0,49.0,144.0,142.0,459.18367346938777,1127.9166666666667,1136.9718309859154,592.2429760320241,389.292896642164,4420.0,4320.0,1300.0,700.0
2,773.9072847682119,302.0,142.0,103.0,57.0,630.5633802816901,1063.106796116505,608.421052631579,460.33038779178673,325.58529239645,3400.0,3300.0,1000.0,500.0
